dsp_id	title	artists	isrc	usages	revenue
ViWCuwqVfRXsXtwylmMzHgbocEBApp	probably bill community may	Stephanie Jefferson	MMRKV9453129	558179	6.366365101767
sQASxeFMnhmopYxqWwgqDnalQlVHga		Jasmine Davis|Caleb Tran|Teresa Landry	MHFGV1633958	652975	491.65656
ZLHNkpESxLtdDSNiupgJHeWtnsrkMQ	idea community friend minute	Jose Dodson|Duane Boyd|Jeffrey Bryant|Joshua Franklin|Preston Berg	MMTLB0558147	161942	4955.1928
sUrFmVGPOVnIkUeMsohoSsGFtJnrtY	center increase board	Benjamin Salas|Michelle Gonzalez	CUNXU3301667	393026	5118601623.265
qAkUxCBqJIcxhiRznYozIDoAUMmdLq	able unit player	Frank Mayer|Robert Johnson|Karen Lutz	IRNDX1276262	165842	815879181948524.0
TAXLWChkiYkderAfHouhjyCPZrFQBy	they camera within	Jennifer Jones|Jonathan Bowman|Philip Shepherd|Toni West|Tina Anderson		248231	2500966097.0
DemWFEkIdDyoTLjDdLSGDkMHpMqCrW	maybe recent wish tend	Lynn Vaughan|Robert Coleman|Daniel Warren IV|Monica Duarte	NINJN1833663		
gHcUWuCyQjMsghuGHkUltGbtbTUUmU	clear assume	Jimmy Perkins|Dwayne Johnson		795691	965081.4327553
UMzZtzkZyqhgveGTLRuezOOMANWzNT	mother interview behind special	Tracie Simmons|Melissa Fisher|Terri Dunn	MWGUD5343112	776993	6700683085.0
XiiXVuxJSTZozZoaLjsLIqogqihzfW	teacher recently	John Gonzales|David Cruz|Richard Kirby	NIERO9963234	43576	668092193140789.0
wlqXmHKgmXvmaofoNdjtbFjbiKRKuM	eight here everything teacher	Michael Collins|Dana Martinez|Sara Jones|Patrick Pearson|Sarah Robinson	TOOSQ6415196	628995	12166689522545.5
eUaMstluPhMqgdCeKKNbkOihTRYgFd	official billion	Christine Thompson|Tammy Carter|Mr. Leslie Glass	ROYIB5979265	958382	36220065338.46
OgwbdYKGsSFjsRBhohQjtifZzxPdLJ	price rise	Amanda Hunter|Rhonda Wright	BYKJM3185186	725111	405095895.44492
kpinXwjFElJCfDsjfJIonggEfZAnSX	prevent include	Eric Williams|Richard Collins	MEQYK7637645	686343	98575728186.4445
gMPZyvqvDOUeVmmONpfDSCXaXmWWBf	across story decade	Tanya Reynolds|Jessica Castillo	MGIZM3088829	598487	3.1
oqZjLWgNXDkSHEWVNbUmUoiCgDMVyG	agent class stand	Anna Pierce|Cynthia Tucker|Heather Martin	PGJLX5263374	634966	554470156213.3
IKLNrtcLCnSSzKVSfsXqAboxdRlLvt	just letter assume	Jennifer Warner|Gene Nicholson|Crystal Barron|Susan Holland DVM	PYGHV0392580	357385	1380339219466.6
kuPlUYKaQxLqnnIuYUGrPyjjdCONvL		Nicholas Mcmillan|Philip James|Abigail Williams	GWZFJ6677379	343672	780862466.2
MvQwgOHVjlFePZtQbqIEwzYBlJbUPQ	reason instead specific learn	Candace Smith	ISIXW2304170	99049	73.565535
JpNcUAjxFuloMxyfVsOwSCoyqtlfvJ	would do full huge	Justin Richardson	BZZJJ1813876	235767	671537723.657
CxvIVWbElZoEvdBIfpDjrsADqzVwBM	step economy	Jacqueline Snyder	KHBSD8422604	692116	0.82
taEFljbWIeaHBdyzsRIfMlBsZsgpyQ	institution ahead south third	Anthony Wheeler|Kevin Jones|David Singleton|Mary Harris	SITOG5081787	3196	7711220777113.6
ZMCmuLsFSlCNYEwsoQUayRVgPfFGip	move pay impact	Gloria Le|David Orr|Kyle Walker	HNJLK9475262	210482	4944368004.867
auYsvFUOpEhbBwMisThFPKtNNWXxvz	upon environment take	Joshua Allen|Ashley Collins|Susan Erickson|Michael Morrow|Albert Vang		18696	741645.727687851
OauIDyedKTHCPUQHyXFkvasnMFYUmI		Aaron Mckinney	THADY0131679	307299	707294.40968
XEUnmgAzxtWcCMnVUCOdqezZnTFEOo	edge spend player	Aaron Erickson MD|Michael Miranda|Katelyn Simpson|Luke Ross	DEPFJ2600632	945522	523555514.6586
iZAfnWODRyeYkwwRJuytqoRvedIUsQ	special five time compare	John Harris MD	NIOMJ3800971	363766	88282896091.3129
LwePEhTvnlsezbwgwobBHOKttobGEV	wish start cut	Cynthia Johnson|Cheyenne Gordon|Leah Snow		946412	65492851299.9
TWnknQACWHsLPPzTnYZJHNfKXwJZOP	in environmental	Kelly Gonzales	GAORU2064731	359546	75450112537.255
VRPcBUkTGzDsexwYZbHwiBXsVvcjKW	adult city	Dean Brandt|Jeffrey Webster|Casey Houston|Kathleen Rivera|Tamara Yoder	BDGYC6225253	877884	8962525959.206
QtVQSpkFHgmGjATPiQUgKSGHgXJPNO	group every head bar	Joshua Brown|Sheila Green|Joseph Aguirre|Jason Snow|Maria Houston	NONQX8977337	371137	156.6418612036
IZrsOFRgwopPwzUnUfDtBSrBiArPiy	item state stop many	Mr. Aaron Valdez|William Sexton|Shawn Alvarez|Mark Serrano|Emily Bishop	KIBAK5848360	940640	6659638052.95
cSytQZClOZFoEQIdLFzWYMmvZYiKGX	read chair	Brittany Hayes|Crystal Robinson|Sheryl George|Janet Logan	JPUUQ6374092	71641	504000.9345159
tXFEbTWfTnxVeJwvYYvOprBfgQqhXm	race crime second	Renee Morgan|Ricky Morris|Scott Webb|Erica Martin		28272	60618.0
prWfzKNeaOFnklOkTIBuzRHXSDVPRW	wide style usually	Stephanie Reynolds	VUSPM6400542	925290	8378948732.0
BrkVyxcogmoBvSPkaBuYTmMAAAUQQs	year Mrs year Mrs	Michael Barrett|Brittany Day|John Harris|Joseph Hall	ALZST4396546	815455	868410255000868.0
EdkFIJhQFgUyPtumnnOmDpeOMraNqW	shoulder be spend	Julie Flores|Eric Harrington|William Cuevas|Travis Steele	RUPUQ5511405	468423	37427581340369.8
MNZOXXsmcyintaSDJSexIMlYHdVnLy	girl beyond	Stephen Pacheco|Becky Scott	LALWT1345990	941541	91213712.778
sUHPaYnOHYGmSzEbrMNiGUdmxUexMa	into ready activity	Mary Haynes	BJHTE9628169	266067	64232081197391.2
KkCZPmcuDWFhHpLkIfIuwRDXMUXIVM	ground TV hotel	John Wilson|Kathryn Chen	GQTTX7718870	632885	921.6
iReNdcSzKrSWHKhZaAUaNRkxHyVOQa	mind mission soldier popular	Robert Crane	LCNSS8293989	323678	2287.43
WZIlEMmbPawAlzYnlfJBXIrFPLdpJP	present since	Mark Irwin|Nicole Miranda|Danielle Hoffman	BWFDJ4945566	210713	85.81646917682
CQEfxiCOSEwOsczWlQBKyRngRpZjbx	west present statement boy	Jacob Koch|Joseph Howard|Stephanie Bates	VUSVM6700501	566543	591606.9
aSqFOnvoTwXiNFHSkybutfsDgRbJsr	full address	Taylor Yates|Yvette Wiley|Lynn Adams	LVAIQ3322892	537333	3.623
LSRHBCNPNCCuKfLMilgBMTdZslslvo	nearly look current pick	Maria Bell|Patrick Miller|Jill Delacruz|Joshua Johnson	LCPOL7369789	884682	93099286761247.0
oZBIbGWoNsEzDmWOABHrXFCFSnWoPA	hold phone	Nicholas Cook|David Terrell|Leslie Giles|Alexandria Coleman|Brian Estes	NIGJZ0072816	397501	8710008896145.0
YjuBYxgcYNjlcENuTOMMuBsbGbSKoO	themselves piece term continue	Chelsea Glover|Benjamin Elliott	MGROE2718714	796977	117227.567
UJQVbWGZLfJlLrIRjnQqvYzMGviQcL	join kid	Christine Roth MD|Michelle Green|Emma Contreras	CDAAO6749424	384929	2390.0
IhgCGJpYXlDxIkdbDUoxSzgEWYSloo	history need close	Cory Small|William Evans|Chad Morales|Jessica Kirk	GBVVJ4303498	515810	7969650603.2762
GIBCPyOFeSRVIUWQmbFzNkZLsGbMpR	cold project break government	Steven Clark	RWYHO3443305	501977	8292985093678.9
ZAUrdzIcgujJSiZCHxUkoXgJqWALzF	herself important drive		TMZYY5799974	874486	41954.6002257
bRrfjUwlRIJWXGelJVhatQshCwHtFt	foot method church ok	Richard Stewart|Heather King|Ryan Ortega	GHNFO3070758	156754	680652655827225.0
GBahOWBkiVxrNxVUrvaljNpckjIPru	open face		ZWKYA3417328	693293	422852146720.0
faujqDtxlbeqQmfyAcQmfxpuzlKBja	close itself career	William Hardy|Christine Lloyd|Paul Green|Matthew Moore|Colton Cochran	BYCJY2885312	939672	7773481569.0
yJJZofvJNJTOwRvPzvwmkICxGRUbKU	ability effect drop	Shane Rodriguez|Philip Andrews|Anne Conway|Joshua Brown|Bruce Powers	TZPTX2608766	934033	80.0
cDxsOKTXgOXBZdWqhAClZDOsTYQiYF		Sandra Townsend|Zachary Fernandez|David Hill|Ronald Gill|David Martin	BRRQA5672809	836825	499662144.962692
SrBJZLyewhkcRjhImIItLFcdLRwbeh	price mouth perhaps	Laura Charles|Robin Smith|Paul Fowler|Kenneth Berg		21783	11754165910.2
rUnlkqFMkepDNstBtvmyPLhBJKlUSy	his arm	Martha Spears|Cody Vazquez|Jake Foster	KPBTY2751066	774902	37.59504277546
kABoOlJreAgZqaeycVMIsmBlSkFdXQ	time positive	Larry Mendez|Vickie Farley	CIHNO4504662	780419	9809521128.4376
mjiqemLbuZvpsQOerKplMIqmFnQYwf	our himself	Steven Willis|David Chambers|Bryan Davis|Michelle Hester|Emily Fitzgerald	MRXOV7894466	71448	9120979841.76
BpLKfvluhVPvpuEriwusELZYxYNcEQ	first water probably	Virginia Vega|Anthony Franklin|Brandon Garza	MHKIM4854843	641446	417041518164747.0
PsAgLsbktzKODyQCNldhDlQlzbMSub	feel hope		BJKKQ9992291	553826	34383585565530.0
jaEoOIktuitGZQZSZseZBEkICmyiPt	north measure	Patricia Nichols|Christopher Guerra Jr.|Russell Erickson	PWMMU9309543	849794	25257712826147.0
hAxtGKBEWELMDTkKaIPmztfecNMZpf	help some will	Michael Thomas|Lauren Patel|Robert Garrett	HRKMG7550194	294485	94695381976652.0
XPlcDPCXONzGijCQBuvlzoBzXbQvRx	hard include	Aaron Wilcox|Denise Lambert|Joseph Davis|Haley Boyd|Adam Saunders	VCYKJ7914204	677783	923123414012051.0
PyMXPWvNlhdbFfIFexMRsafXCVMZCK		Christopher Olson|Jonathan Whitney|Dr. Sheri Valentine|Charles Nelson	TRSOY5701168	46953	9939382786.583
rmvnwxXvRLCnUlCanFUKNIWBosMgFP	citizen wind	Stacey Baker|Richard Mitchell|Amy Mora	MKYRJ3173056	721639	28144803913.71
UPEwzVbsnekFBerTVWWjQUFmfeUlIs	ability risk	Anthony Cunningham|David Sweeney		401715	75.1526601386
raUPdpENXuykGiIctgRavmFLohPBFU	Congress system reach	Barry Pruitt|Danielle Brady	CMBMS3739736	749772	420.76077678042
ufVwehpIolfccdFRUoYFCzXxaRjykH	run job fall	Scott Rice	DJAUL5372718	952670	833626008.8597
JeOnCsYCgrKOVfsBjxFImIMWXMWyqN	until interest research	Patrick Schultz	TDAEZ4479584	582603	5.3904047
jZUOtUwdrpccwSHRtPdfeNgXaPTUEe	matter believe tree	Ashlee Chase	BSHNE3053884	833928	9763888603943.0
IzlcsvHwtzYzAnEGSlvZAgjSjGxEyd	good already		MRCUQ9832738	252089	5.244699791125
fZLsABVthVcJspILgOxJbtchxngkai	score same reduce stock	Stephen Chen|Gary Stokes|Colleen Johnson	VANWD8590274	250442	292942644.5
WyxCVRBYeNbnfTnfZHvjOftkJoFdzk	film others	Zachary Armstrong|Emily Davis|Kathy Brown|Carl Smith	SVKGI5095845	391464	521974692667533.0
htnpqlqyGeMnqNGiXmCwFnibPwwiTZ	person notice	Gerald Jones|Taylor Peterson	NZEIZ2552837	34404	39.3499308646
vQQetwQtBRUjkStOAPQAXGMSjAhEWG	American early	Karen Ruiz|Mrs. Kim Wheeler MD|Kimberly Thompson|Jeffery Cherry|Randall Mason	ARQTG7480631	444122	9.2527
dxVbYIslowyfUMtqAVtPDsrOeIKFdT	parent beat	Debbie Gill|Anthony Taylor|Raymond Murphy|Robert Simon	MLKWD4556782	941718	5573.2804
YTVZgwUCucVLKSYrktDTDhYNdIKFom	car write		LKUVV1729247	780374	243330890.0
SemZJqZRCjlYSZstwTckwmiJnemAfD	hope likely report	Brett Mitchell|David Andersen	GQGCM7588842	841799	98421.554203
ZSoEWpUCjgMmoIyhdynOMmXQNjLwoJ	team right possible black	Holly Love|Jennifer Patel|Lisa Hogan|Elizabeth Brown|Amanda Conway	MLQVV1761245	86116	531248.965
TgemrwbQuqIYRzgJlqaLsJiqaCcDEh	policy past difficult	Sherri Moore|Holly Castro|Angela Hall|Roy Sparks	SZHXA3510666	808197	1751.9872327
UJjIpFNbJoIYVUycPVDdBBzkhILQRx	shake each including field	Jacqueline Horne|Jerry Reid	JOWSK9416661	93963	59785810445.9
OALrCnhavDsehhOLSHuRwTQHIBOanY	remain box but true	Latoya Carey|Mallory Taylor	GNMYI6265113	4161	2.846
zOrsimMnaKwnxmzWFsxJZZtAsFlCpv	candidate structure generation	Danielle Graham|Rodney Mckinney|Amy Avila|Connie Ford|Kimberly Case	ADAMO7061221	455881	12599.55964
YlmjYypTectLGZTfSuYOgOtcafkiJq	financial evening know if	Lauren Wyatt|Brittany Horton|Bobby Morris	KPUVS4084703	272257	182501447876980.0
FyLUIQQHyYfdrMxFrYFzPxkISBaglg	father early level	Seth Santiago|Thomas Jones	STIWH4630070	508784	66.42489164
FpjxdVuAATXARPXJFeVrgBnpKHKtLw	leader effort writer analysis	Aaron Lyons|Deborah Lopez	CZELB2150778	39265	367067.1731692
LGYJyUFFIvnlJmZGZYhzwgKQNySDyq	themselves assume let	Megan Sullivan|Nathaniel Morse	SBYUC0791584	35048	712015101.1641
oRzcqyXPFAvAyRuOOdMfkXLVULOVIA	start man memory	Philip Richardson|Jacob Melendez|Brent Bailey	MVXQB3338853	679317	75625370052392.0
ZszFKKfFSsqDLhcfnndJvUSbwgrYaf	range though	Dr. Jon Riggs MD|James Lindsey|Arthur Terrell	AGNUJ6253059	650412	782995225389.8
XxMrYcvZuIeDcUHvXGjcrExDrmzmBw	blood go	Blake King|Cory Johnson|Alexandra Townsend|Amanda Hanson|John Ramirez	GQWKL8776215	145207	922253013.572
iTNNpJXPTikLbBbZWNkSFxtTCBSfvo	writer short produce	Patrick Ford	SCFSN9505764	758345	
YNyJxuwZuHQbkjOZgmNHAkDIfVqPJb	home environmental then personal	Luis Baxter|Rebecca Berry|Jean Mack|Timothy Stewart	PKKWV8940997	628030	373097227.6
GwpeEGRpUUcFUYUJAYJKNHAiGjBJej	as specific travel image	Kayla Hill|Kevin Miller|Sean Mata	TVJMX0352750	362706	940019274424.6
MydrWrrkeuTNtaYaJUvejDyLDLWduh	floor prevent	Tyler Alexander|Nicole Oliver	QAXAW5363274	182651	9063718811783.0
MMFvjIukWmmduXqoTBLDxPTXqhvWoa	get peace event	Jennifer Shepherd|Andrew Chase|Heather West|Caroline Solis|Morgan Carlson	MCJOU7900515	159911	222047938711.4
lwYPHjyXkxTJNuniNLBEXFEZoNGFyo	stuff paper	Scott Allen|Brooke Reynolds|Miss Lori Gonzalez MD|Elijah Hansen	MEUFG6296122	591159	69613.9617684
iALpSuLGZVblGDLNZYOaXRnHNpikXk	public water	Charles Hardin|Amanda Harmon|Katherine Chandler	SMCBB4772361	361799	919236110678423.0
nUsHrTnDwfyEkYCNdMRuexEkTtOQMi	point purpose	Robert Bond|Morgan Schmidt|Mrs. Teresa Donaldson|Rebecca Flowers	LSGFB4294895	228291	4162.68392
dTEOwxJLtjoOEANgahTudxXitdWcJJ	simple music who population	Sarah Jackson|Brian Montes|Laurie Stone|Alexandra Cook	UYBDF3717198	408825	462620598.0
HgkSTPMQhRIfntKvGOPJUzkJfFojDs	recent why collection	Anthony Barron	LBWUJ4698051	761368	1139609565091.9
YXmuLktTWZjAeteCISZmyphDajPowy	player know surface	Michael Franklin|Christine Sanchez|Paul Avila	BRJBN2964485	353254	19154737.7065
KrEXHyNpznVSgbmsERoSGSDprvfxmK	plan month next	Mark Padilla|Charles Wilson	CFPNC2665867	95005	51.90709052
